Subject,Email_Content,Label
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
